Div Alias,Product,Version,Doc Type,Doc URL,Title,# Accesses
Analytics Platform,InfoSphere Information Server,11.50,Technotes (troubleshooting),1676444,InfoSphere Information Governance Catalog: Rows in an extension mapping document that have database stored procedures are ignored ,11
Analytics Platform,InfoSphere Information Server,11.50,Technotes (troubleshooting),1967353,"File Connector Stage in the read mode drops a line occassionally, when the input contains a blank line and the job is run on a multi-node configuration machine",11
Analytics Platform,InfoSphere Information Server,11.3.1.0,Technotes (troubleshooting),1676444,InfoSphere Information Governance Catalog: Rows in an extension mapping document that have database stored procedures are ignored ,11
Analytics Platform,InfoSphere Information Server,11.3.1.0,Technotes (troubleshooting),1693365,The Cognos TM1 connector cannot connect to IBM Cognos TM1 because of code page errors ,11
Analytics Platform,InfoSphere Information Server,11.3.1.2,Technotes (troubleshooting),1676444,InfoSphere Information Governance Catalog: Rows in an extension mapping document that have database stored procedures are ignored ,11
Analytics Platform,InfoSphere Information Server,11.30,Technotes (troubleshooting),1676302,InfoSphere Information Governance Catalog: Custom attributes are corrupted if they were imported by using an XML file in Shift_JIS encoding ,10
Analytics Platform,InfoSphere Information Server,11.30,Technotes (troubleshooting),1676304,Infosphere Information Governance Catalog: Extension mapping documents are corrupted if they were imported by using a CSV file in Shift_JIS encoding ,10
Analytics Platform,InfoSphere Information Server,11.30,Technotes (troubleshooting),1902614,Securing communication between Information Server Client and WebSphere Application Server by enabling IBM HTTP Server (IHS) over WAS may cause some issues.,10
Analytics Platform,InfoSphere Information Server,11.30,Technotes (troubleshooting),1976670,Installing Information Server Pack for Salesforce.com when Engine and Services tier are seperate,10
Analytics Platform,InfoSphere Information Server,11.50,Technotes (troubleshooting),1676302,InfoSphere Information Governance Catalog: Custom attributes are corrupted if they were imported by using an XML file in Shift_JIS encoding ,10
Analytics Platform,InfoSphere Information Server,11.50,Technotes (troubleshooting),1676304,Infosphere Information Governance Catalog: Extension mapping documents are corrupted if they were imported by using a CSV file in Shift_JIS encoding ,10
Analytics Platform,InfoSphere Information Server,11.3.1.0,Technotes (troubleshooting),1676302,InfoSphere Information Governance Catalog: Custom attributes are corrupted if they were imported by using an XML file in Shift_JIS encoding ,10
Analytics Platform,InfoSphere Information Server,11.3.1.0,Technotes (troubleshooting),1676304,Infosphere Information Governance Catalog: Extension mapping documents are corrupted if they were imported by using a CSV file in Shift_JIS encoding ,10
Analytics Platform,InfoSphere Information Server,11.3.1.0,Technotes (troubleshooting),1680935,IBM InfoSphere Information Server Workload Manager Memory Cap not Working on Solaris Zones,10
Analytics Platform,InfoSphere Information Server,11.3.1.0,Technotes (troubleshooting),1902614,Securing communication between Information Server Client and WebSphere Application Server by enabling IBM HTTP Server (IHS) over WAS may cause some issues.,10
Analytics Platform,InfoSphere Information Server,11.3.1.1,Technotes (troubleshooting),1902614,Securing communication between Information Server Client and WebSphere Application Server by enabling IBM HTTP Server (IHS) over WAS may cause some issues.,10
Analytics Platform,InfoSphere Information Server,11.3.1.2,Technotes (troubleshooting),1676302,InfoSphere Information Governance Catalog: Custom attributes are corrupted if they were imported by using an XML file in Shift_JIS encoding ,10
Analytics Platform,InfoSphere Information Server,11.3.1.2,Technotes (troubleshooting),1676304,Infosphere Information Governance Catalog: Extension mapping documents are corrupted if they were imported by using a CSV file in Shift_JIS encoding ,10
